ID,诗名,花名,朝代,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2
1024,贺新郎（客赠芍药）,芍药,宋,一梦扬州事。画堂深，金瓶万朵，元戎高会。座上祥云层层起，不减洛中姚魏。叹别后关山,泪、竹、山、瓶、云,泪 竹 山 瓶 云 月 清 梦 枝 城,"[[""泪"", 0.01645125448703766], [""竹"", 0.015592968091368675], [""山"", 0.014596262015402317], [""瓶"", 0.012028306722640991], [""云"", 0.01167325396090746], [""月"", 0.011499465443193913], [""清"", 0.011468750424683094], [""梦"", 0.01055244728922844], [""枝"", 0.010303876362740993], [""城"", 0.009900670498609543]]",25.505825
1026,虞美人草行,虞美人,宋,鸿门玉斗纷如雪，十万降兵夜流血。 咸阳宫殿三月红，霸业已随烟烬灭。 刚强必死仁义,枝、愁、烬、寒、血,枝 愁 烬 寒 血 烟 阳 旗 雪 旌,"[[""枝"", 0.031417254358530045], [""愁"", 0.021368758752942085], [""烬"", 0.01953698880970478], [""寒"", 0.016644859686493874], [""血"", 0.016607677564024925], [""烟"", 0.015563149936497211], [""阳"", 0.014029059559106827], [""旗"", 0.01297764852643013], [""雪"", 0.012568694539368153], [""旌"", 0.012229242362082005]]",25.499739
1027,虞美人,虞美人,宋,当年得意如芳草，日日春风好。拔山力尽忽悲歌，饮罢虞兮从此、奈君何。 人间不识精诚,山、悲、歌、衽、亭,山 悲 歌 衽 亭 春 青 意 精 年,"[[""山"", 0.03795633092522621], [""悲"", 0.030140087008476257], [""歌"", 0.026408223435282707], [""衽"", 0.025855883955955505], [""亭"", 0.025343075394630432], [""春"", 0.024788545444607735], [""青"", 0.024108851328492165], [""意"", 0.024002572521567345], [""精"", 0.02204699069261551], [""年"", 0.020509108901023865]]",25.549845
1025,山枇杷,山枇杷,唐,"山枇杷,花似牡丹殷泼血。 往年乘传过青山，正值山花好时节。 压枝凝艳已全开，映叶",溪、飞、岩、香、山,溪 飞 岩 香 山 枇 杷 血 柳 云,"[[""溪"", 0.027616575360298157], [""飞"", 0.021843308582901955], [""岩"", 0.021683912724256516], [""香"", 0.017648106440901756], [""山"", 0.01518926490098238], [""枇"", 0.013530230149626732], [""杷"", 0.012009513564407825], [""血"", 0.011095166206359863], [""柳"", 0.010973802767693996], [""云"", 0.009903935715556145]]",25.488876
1017,蝶恋花,梨花,宋,镂雪成花檀作蕊。爱伴秋千，摇曳春风里。翠袖年年寒食泪，为伊牵惹愁天际。 幽绝偏宜,相、寄、雨、幽、蕊,相 寄 雨 幽 蕊 得 个 泪 干 寒,"[[""相"", 0.023543650284409523], [""寄"", 0.02130337804555893], [""雨"", 0.021261800080537796], [""幽"", 0.021174199879169464], [""蕊"", 0.021051347255706787], [""得"", 0.02037465013563633], [""个"", 0.019915305078029633], [""泪"", 0.018756411969661713], [""干"", 0.01870780810713768], [""寒"", 0.018302755430340767]]",25.520214
1015,清平乐,杏花,金,今年春早，到处花开了。只有此枝春恰好，月底轻浅笑。 风流全似梅花，承当疏影横斜。,月、梅、底、今、处,月 梅 底 今 处 年 竹 茅 北 梦,"[[""月"", 0.04701237753033638], [""梅"", 0.03358451649546623], [""底"", 0.03329557180404663], [""今"", 0.030489498749375343], [""处"", 0.030352210626006126], [""年"", 0.0289686918258667], [""竹"", 0.026690466329455376], [""茅"", 0.026194710284471512], [""北"", 0.024207239970564842], [""梦"", 0.02338256873190403]]",25.53117
1014,南圃杏花,棣棠,唐,胭脂万点怯春寒， 蓓蕾枝头绛雪干。 昨夜南风春雨过， 玉人晓起揭帘看。,雨、帘、脂、风、雪,雨 帘 脂 风 雪 寒 干 夜 看 起,"[[""雨"", 0.17319563031196594], [""帘"", 0.12423906475305557], [""脂"", 0.08263509720563889], [""风"", 0.07101082056760788], [""雪"", 0.05525630712509155], [""寒"", 0.03354038670659065], [""干"", 0.03102061338722706], [""夜"", 0.027974240481853485], [""看"", 0.02467283234000206], [""起"", 0.02312074601650238]]",25.40996
1010,桃花行,桃花,清,桃花帘外东风软，桃花帘内晨妆懒； 帘外桃花帘内人，人与桃花隔不远； 东风有意揭帘,泪、花、桃、帘、盆,泪 花 桃 帘 盆 拢 泉 烟 脂 胭,"[[""泪"", 0.014833915047347546], [""花"", 0.009118192829191685], [""桃"", 0.008962856605648994], [""帘"", 0.008769724518060684], [""盆"", 0.007886326871812344], [""拢"", 0.007846493273973465], [""泉"", 0.0075593916699290276], [""烟"", 0.007261694874614477], [""脂"", 0.006612536031752825], [""胭"", 0.005831440910696983]]",25.449139
595,咏邻女东窗海石榴,榴花,唐,鲁女东窗下， 海榴世所稀。 珊瑚映绿水， 未足比光辉。 清香随风发， 落日好鸟归,榴、瑚、绿、窗、金,榴 瑚 绿 窗 金 鲁 枝 映 香 扉,"[[""榴"", 0.06254273653030396], [""瑚"", 0.05194096639752388], [""绿"", 0.0514749139547348], [""窗"", 0.04713030904531479], [""金"", 0.046347662806510925], [""鲁"", 0.03389301523566246], [""枝"", 0.03029887191951275], [""映"", 0.026631372049450874], [""香"", 0.02432025969028473], [""扉"", 0.021687651053071022]]",25.464571
596,赋园中所有,榴花,宋,堂后病石榴， 及时亦开花。 身病花不齐， 火候渐已差。 芳心竟未已， 新萼缀枯槎,堂、邻、榴、萼、瓜,堂 邻 榴 萼 瓜 花 娜 子 华 槎,"[[""堂"", 0.07585065066814423], [""邻"", 0.0629030242562294], [""榴"", 0.052311114966869354], [""萼"", 0.0381769984960556], [""瓜"", 0.03771448880434036], [""花"", 0.03084395080804825], [""娜"", 0.022410890087485313], [""子"", 0.020256873220205307], [""华"", 0.017032049596309662], [""槎"", 0.016938524320721626]]",25.609512
597,榴 花,榴花,明,团团复亭亭， 园子巧相竟。 都下朝千盆， 花市此为盛。 我独解其缚， 高枝遂其性,盆、花、绿、亭、市,盆 花 绿 亭 市 高 园 团 名 参,"[[""盆"", 0.076121985912323], [""花"", 0.040780358016490936], [""绿"", 0.03372979536652565], [""亭"", 0.033432550728321075], [""市"", 0.03160948306322098], [""高"", 0.03018708899617195], [""园"", 0.02936663292348385], [""团"", 0.029188938438892365], [""名"", 0.026899177581071854], [""参"", 0.023552116006612778]]",25.534012
598,榴 花,榴花,金,山茶赤黄桃绛白， 戎葵米囊不入格。 庭中忽见安石榴， 叹息花中有真色。 生红一撮,榴、山、囊、花、铅,榴 山 囊 花 铅 色 黄 庭 茶 州,"[[""榴"", 0.06616685539484024], [""山"", 0.055727891623973846], [""囊"", 0.04518873617053032], [""花"", 0.043429888784885406], [""铅"", 0.03836021199822426], [""色"", 0.034240975975990295], [""黄"", 0.03366252779960632], [""庭"", 0.0318416990339756], [""茶"", 0.03020959533751011], [""州"", 0.030003618448972702]]",25.634714
599,海 榴,榴花,唐,海榴开似火， 先解报春风。 叶乱裁笺绿， 花宜插髻红。 蜡珠攒作蒂， 緗彩剪成丛,榴、笑、火、叶、髻,榴 笑 火 叶 髻 郑 彩 红 绿 蒂,"[[""榴"", 0.0831553265452385], [""笑"", 0.060362156480550766], [""火"", 0.031301166862249374], [""叶"", 0.028418496251106262], [""髻"", 0.025217458605766296], [""郑"", 0.024516571313142776], [""彩"", 0.02308218739926815], [""红"", 0.02295401133596897], [""绿"", 0.02280208095908165], [""蒂"", 0.021539859473705292]]",25.492634
600,西园石榴开,榴花,宋,荒台野径共跻攀， 正见榴花出短垣。 绿叶晚莺啼处密， 红房初日照时繁。 最怜夏景,榴、花、垣、台、簟,榴 花 垣 台 簟 荒 啼 繁 叶 旌,"[[""榴"", 0.04697846621274948], [""花"", 0.04382665455341339], [""垣"", 0.04144402965903282], [""台"", 0.03985695540904999], [""簟"", 0.03938082978129387], [""荒"", 0.03762422502040863], [""啼"", 0.029149143025279045], [""繁"", 0.027786828577518463], [""叶"", 0.027276352047920227], [""旌"", 0.02645265869796276]]",25.4533
601,榴 花,榴花,宋,窈窕安榴花， 乃是西邻树。 坠萼可怜人， 风吹落幽户。,榴、萼、风、邻、花,榴 萼 风 邻 花 吹 户 西 幽 落,"[[""榴"", 0.2979802191257477], [""萼"", 0.12650905549526215], [""风"", 0.06042221933603287], [""邻"", 0.038462843745946884], [""花"", 0.03474409878253937], [""吹"", 0.03397214040160179], [""户"", 0.033248450607061386], [""西"", 0.03035629726946354], [""幽"", 0.029776964336633682], [""落"", 0.02801065519452095]]",25.586637
602,咏石榴花,榴花,元,密幄千重碧， 疏市一红。 花时随早晚， 不必嫁春风。,重、碧、花、风、市,重 碧 花 风 市 幄 疏 红 密 随,"[[""重"", 0.14593124389648438], [""碧"", 0.10986703634262085], [""花"", 0.10932911187410355], [""风"", 0.09112927317619324], [""市"", 0.07666205614805222], [""幄"", 0.04998311400413513], [""疏"", 0.03974566608667374], [""红"", 0.023836741223931313], [""密"", 0.018133655190467834], [""随"", 0.016820808872580528]]",25.561539
603,榴 花,榴花,唐,五月榴花照眼明， 枝间时见子初成。 可怜此地无车马， 颠倒青苔落绛英。,苔、榴、英、车、枝,苔 榴 英 车 枝 马 明 花 绛 眼,"[[""苔"", 0.15627986192703247], [""榴"", 0.07601290196180344], [""英"", 0.0673031210899353], [""车"", 0.06044594570994377], [""枝"", 0.05651139095425606], [""马"", 0.051603052765131], [""明"", 0.050817400217056274], [""花"", 0.04723851755261421], [""绛"", 0.042568933218717575], [""眼"", 0.03407980129122734]]",25.585361
604,山寺看海榴花,榴花,唐,琉璃地上紺宫前， 泼翠凝红几十年。 夜久月明人去尽， 火光霞焰递相燃。,璃、红、宫、前、年,璃 红 宫 前 年 几 霞 翠 焰 久,"[[""璃"", 0.15751530230045319], [""红"", 0.061014097183942795], [""宫"", 0.04329967126250267], [""前"", 0.042054060846567154], [""年"", 0.04114745929837227], [""几"", 0.03965754806995392], [""霞"", 0.03829877823591232], [""翠"", 0.03694078326225281], [""焰"", 0.035298075526952744], [""久"", 0.031702764332294464]]",25.493616
605,榴 花,榴花,元,猩血谁教染绛囊， 绿云堆里润生香。 游蜂错认枝头火， 枉驾薰风过短墙。 ,墙、风、云、头、血,墙 风 云 头 血 火 游 囊 蜂 错,"[[""墙"", 0.07902532815933228], [""风"", 0.07235687971115112], [""云"", 0.05728207528591156], [""头"", 0.04702268913388252], [""血"", 0.039679545909166336], [""火"", 0.03172026202082634], [""游"", 0.031223170459270477], [""囊"", 0.028700755909085274], [""蜂"", 0.028631793335080147], [""错"", 0.028425931930541992]]",25.518564
606,南歌子,榴花,元,紫陌寻春去，红尘拂面来。无人不道看花回，惟见石榴新蕊一枝开。 冰簟堆云髻，金樽滟,簟、照、催、花、滟,簟 照 催 花 滟 道 池 台 陌 髻,"[[""簟"", 0.028368458151817322], [""照"", 0.027476642280817032], [""催"", 0.02593066729605198], [""花"", 0.025212563574314117], [""滟"", 0.025121891871094704], [""道"", 0.024372125044465065], [""池"", 0.022671833634376526], [""台"", 0.022510221228003502], [""陌"", 0.021164465695619583], [""髻"", 0.02053290419280529]]",25.545879
607,庆清朝,榴花,宋,玉局歌残，金陵句绝，年年负却薰风。西邻窈窕，独怜入户飞红。前度绿荫载酒，枝头色比,车、阁、山、酒、扫,车 阁 山 酒 扫 薰 邻 户 年 幡,"[[""车"", 0.02104097791016102], [""阁"", 0.018135612830519676], [""山"", 0.016629736870527267], [""酒"", 0.015651002526283264], [""扫"", 0.015431094914674759], [""薰"", 0.013717620633542538], [""邻"", 0.01302340254187584], [""户"", 0.01271134428679943], [""年"", 0.012361139059066772], [""幡"", 0.012255997397005558]]",25.590134
608,贺新郎,榴花,宋,乳燕飞华屋，悄无人、桐阴转午，晚凉新浴。手弄生绡白团扇，扇手一时似玉。渐困倚、孤,帘、燕、蕊、泪、清,帘 燕 蕊 泪 清 榴 户 浪 飞 扇,"[[""帘"", 0.039866894483566284], [""燕"", 0.03192389756441116], [""蕊"", 0.02723831869661808], [""泪"", 0.024369940161705017], [""清"", 0.02098851278424263], [""榴"", 0.02057477831840515], [""户"", 0.018714912235736847], [""浪"", 0.018460966646671295], [""飞"", 0.01804562658071518], [""扇"", 0.015784841030836105]]",25.551283
609,石竹咏,石竹,唐,萎萋结绿枝， 煜煜垂朱英。常恐零露降， 不得全其生。叹息聊自思， 此生岂我情！昔,萋、英、朱、露、煜,萋 英 朱 露 煜 枝 化 绿 情 常,"[[""萋"", 0.029546314850449562], [""英"", 0.024452919140458107], [""朱"", 0.024068297818303108], [""露"", 0.02315736748278141], [""煜"", 0.022585563361644745], [""枝"", 0.018855106085538864], [""化"", 0.01606515794992447], [""绿"", 0.015455318614840508], [""情"", 0.0146656334400177], [""常"", 0.014101342298090458]]",25.555897
610,石竹花,石竹,宋,真竹乃不花， 尔独艳暮春。何妨儿女眼， 谓尔胜霜筠。世无王子猷， 岂有知竹人！粲,花、霜、竹、真、王,花 霜 竹 真 王 筠 子 暮 眼 不,"[[""花"", 0.08093680441379547], [""霜"", 0.05006740242242813], [""竹"", 0.0365445502102375], [""真"", 0.03183859959244728], [""王"", 0.024036873131990433], [""筠"", 0.02054869383573532], [""子"", 0.018336456269025803], [""暮"", 0.014253582805395126], [""眼"", 0.012966337613761425], [""不"", 0.012077662162482738]]",25.561333
611,石竹花,石竹,宋,春归幽谷始成丛， 地面芬敷浅浅红。车马不临谁见赏？ 可怜亦解度春风！,红、谷、车、风、丛,红 谷 车 风 丛 浅 春 归 幽 马,"[[""红"", 0.10139050334692001], [""谷"", 0.09233270585536957], [""车"", 0.08360964059829712], [""风"", 0.07869860529899597], [""丛"", 0.03989092633128166], [""浅"", 0.0378706119954586], [""春"", 0.036674562841653824], [""归"", 0.02840599976480007], [""幽"", 0.028374118730425835], [""马"", 0.025991743430495262]]",25.514446
612,赋石竹,石竹,元,短篱新见出梢梢， 葱倩都无尺许高。 茜色芳葩工点缀， 莫教容易混蓬蒿。,蒿、尺、梢、篱、葱,蒿 尺 梢 篱 葱 教 混 芳 点 蓬,"[[""蒿"", 0.07067982852458954], [""尺"", 0.05160631239414215], [""梢"", 0.04989517480134964], [""篱"", 0.044313136488199234], [""葱"", 0.04075914993882179], [""教"", 0.03460590913891792], [""混"", 0.03374030813574791], [""芳"", 0.03338354825973511], [""点"", 0.03118630312383175], [""蓬"", 0.030571237206459045]]",25.466528
613,咏栀子花,栀子花,明,兰叶春以荣， 桂华秋露滋。 何如炎炎天， 挺此冰雪姿。 松柏有至性， 岂必岁寒时,棋、松、叶、茗、梦,棋 松 叶 茗 梦 风 桂 兰 清 天,"[[""棋"", 0.11288250237703323], [""松"", 0.029087716713547707], [""叶"", 0.02610909566283226], [""茗"", 0.021840577945113182], [""梦"", 0.020263465121388435], [""风"", 0.019502973183989525], [""桂"", 0.01845471002161503], [""兰"", 0.016363700851798058], [""清"", 0.015014104545116425], [""天"", 0.01374440360814333]]",25.601862
614,雨过山村,栀子花,唐,雨里鸡鸣一两家， 竹溪村路板桥斜。 妇姑相唤浴蚕去， 闲着中庭栀子花。 ,雨、溪、蚕、唤、竹,雨 溪 蚕 唤 竹 鸡 浴 鸣 庭 姑,"[[""雨"", 0.1118968054652214], [""溪"", 0.08948363363742828], [""蚕"", 0.07961241900920868], [""唤"", 0.06026903912425041], [""竹"", 0.04597492888569832], [""鸡"", 0.04540989547967911], [""浴"", 0.03825192153453827], [""鸣"", 0.03736366704106331], [""庭"", 0.03714923560619354], [""姑"", 0.0362878181040287]]",25.400469
615,栀 子,栀子花,宋,一根曾寄小峰峦， 薝荀香清水影寒。 玉质自然无暑意， 更宜移就月中看。,峰、薝、影、玉、峦,峰 薝 影 玉 峦 根 暑 寒 香 荀,"[[""峰"", 0.1349828988313675], [""薝"", 0.11430734395980835], [""影"", 0.07545552402734756], [""玉"", 0.06253542751073837], [""峦"", 0.059258025139570236], [""根"", 0.049469031393527985], [""暑"", 0.04786805063486099], [""寒"", 0.04020904749631882], [""香"", 0.039347290992736816], [""荀"", 0.03066287375986576]]",25.56805
616,蜀 葵,蜀葵,明,羞学红妆媚晚霞， 只将忠赤报天家。 纵教雨黑天阴夜， 不是南枝不放花。 ,霞、赤、南、花、夜,霞 赤 南 花 夜 红 阴 黑 学 忠,"[[""霞"", 0.09836030006408691], [""赤"", 0.06537549942731857], [""南"", 0.05448117479681969], [""花"", 0.05300131440162659], [""夜"", 0.04722628742456436], [""红"", 0.047164835035800934], [""阴"", 0.04607256129384041], [""黑"", 0.04233342781662941], [""学"", 0.03877546265721321], [""忠"", 0.037377238273620605]]",25.510447
617,春日忆山中故居,桐花,清,樾馆春来绿万丛， 三年前此种梧桐。 新荫定向墙头过， 乱洒桐花隔院中。,花、梧、洒、馆、院,花 梧 洒 馆 院 桐 樾 三 过 头,"[[""花"", 0.11146342754364014], [""梧"", 0.0778128132224083], [""洒"", 0.06883516907691956], [""馆"", 0.06849073618650436], [""院"", 0.06015628203749657], [""桐"", 0.05843813344836235], [""樾"", 0.048774152994155884], [""三"", 0.02922673150897026], [""过"", 0.028425654396414757], [""头"", 0.025758739560842514]]",25.510908
618,桐,桐花,清,疏雨已过桐叶凉， 晚风满院桐花香。 小披衫葛不知暑， 自扫清阴上竹床。,竹、葛、花、清、风,竹 葛 花 清 风 桐 叶 雨 院 香,"[[""竹"", 0.13248734176158905], [""葛"", 0.10584130883216858], [""花"", 0.08676116168498993], [""清"", 0.05809919908642769], [""风"", 0.044931560754776], [""桐"", 0.04487724229693413], [""叶"", 0.04329993575811386], [""雨"", 0.03786831721663475], [""院"", 0.02954871580004692], [""香"", 0.027501091361045837]]",25.534742
619,采莲曲,莲花,南朝梁,晚日照空矶， 采莲承晚晖。 风起湖难度， 莲多采未稀。 棹动芙蓉落， 船移白鹭飞,荷、蓉、日、芙、矶,荷 蓉 日 芙 矶 飞 莲 晖 角 采,"[[""荷"", 0.055583447217941284], [""蓉"", 0.04784061759710312], [""日"", 0.033079665154218674], [""芙"", 0.03015596605837345], [""矶"", 0.029568465426564217], [""飞"", 0.02783590741455555], [""莲"", 0.027368031442165375], [""晖"", 0.023732639849185944], [""角"", 0.022323651239275932], [""采"", 0.020653914660215378]]",25.503084
620,采莲,莲花,南朝梁,锦带杂花钿， 罗衣垂绿川。 问子今何去， 出采江南莲。 辽西三千里， 欲寄无因缘,采、花、荷、钿、莲,采 花 荷 钿 莲 江 川 绿 鲜 南,"[[""采"", 0.04665277898311615], [""花"", 0.04368123412132263], [""荷"", 0.04307004436850548], [""钿"", 0.042664699256420135], [""莲"", 0.03551848232746124], [""江"", 0.03051658719778061], [""川"", 0.030162496492266655], [""绿"", 0.029267283156514168], [""鲜"", 0.028806744143366814], [""南"", 0.02463700994849205]]",25.493711
