ID,诗名,作者,朝代,花名,月份,text,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths,l1_polarity,l1_polarity_zh,l2_c2,l2_c2_zh,l3_c3,l3_c3_zh,prob_l1_negative,prob_l1_implicit_negative,prob_l1_neutral,prob_l1_implicit_positive,prob_l1_positive
858-01,六月菊,袁枚,清,菊花,八月,寒菊公然冒暑黄， 苍蝇侧翅远相望。 东篱共讶西风早， 秋士偏食夏日长。 试把一灯来照影， 焉知六月不飞霜！ 数枝冷艳当阶立， 愁杀红莲不敢香。,寒菊公然冒暑黄， 苍蝇侧翅远相望。 东篱共讶西风早， 秋士偏食夏日长。 试把一灯,愁、阶、月、蝇、风,愁 阶 月 蝇 风 灯 冷 莲 飞 苍,"[[""愁"", 0.039253704249858856], [""阶"", 0.03725573047995567], [""月"", 0.036407943814992905], [""蝇"", 0.035421911627054214], [""风"", 0.028435220941901207], [""灯"", 0.02820931375026703], [""冷"", 0.02820209600031376], [""莲"", 0.027313513681292534], [""飞"", 0.02411079779267311], [""苍"", 0.0220812801271677]]",25.521681,13,伏|冬雨|夏日|悲秋|新秋|槐花|残菊|水亭|江湖|秋|蝇|香|马乳,一灯|东篱|六月|冷艳|夏日|数枝|早秋|照影|红莲|蝇|西风|飞霜|香,秋:1|新秋:1|槐花:1|夏日:1|悲秋:1|江湖:1|伏:1|马乳:1|残菊:1|冬雨:1|水亭:1|蝇:1|香:1,卷一/节序类/伏|卷一/天文类/冬雨|?/夏日|卷一/时令类/悲秋|卷一/时令类/新秋|卷四/百花类/槐花|卷四/百花类/残菊|卷二/宫室类/水亭|?/江湖|卷一/时令类/秋|卷四/昆虫类/蝇|卷三/器用类下/香|卷三/饮食类/马乳,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.033977743,0.69269013,0.21557252,0.05305674,0.0047028796
858-02,六月菊,袁枚,清,菊花,九月,寒菊公然冒暑黄， 苍蝇侧翅远相望。 东篱共讶西风早， 秋士偏食夏日长。 试把一灯来照影， 焉知六月不飞霜！ 数枝冷艳当阶立， 愁杀红莲不敢香。,寒菊公然冒暑黄， 苍蝇侧翅远相望。 东篱共讶西风早， 秋士偏食夏日长。 试把一灯,愁、阶、月、蝇、风,愁 阶 月 蝇 风 灯 冷 莲 飞 苍,"[[""愁"", 0.039253704249858856], [""阶"", 0.03725573047995567], [""月"", 0.036407943814992905], [""蝇"", 0.035421911627054214], [""风"", 0.028435220941901207], [""灯"", 0.02820931375026703], [""冷"", 0.02820209600031376], [""莲"", 0.027313513681292534], [""飞"", 0.02411079779267311], [""苍"", 0.0220812801271677]]",25.521681,13,伏|冬雨|夏日|悲秋|新秋|槐花|残菊|水亭|江湖|秋|蝇|香|马乳,一灯|东篱|六月|冷艳|夏日|数枝|早秋|照影|红莲|蝇|西风|飞霜|香,秋:1|新秋:1|槐花:1|夏日:1|悲秋:1|江湖:1|伏:1|马乳:1|残菊:1|冬雨:1|水亭:1|蝇:1|香:1,卷一/节序类/伏|卷一/天文类/冬雨|?/夏日|卷一/时令类/悲秋|卷一/时令类/新秋|卷四/百花类/槐花|卷四/百花类/残菊|卷二/宫室类/水亭|?/江湖|卷一/时令类/秋|卷四/昆虫类/蝇|卷三/器用类下/香|卷三/饮食类/马乳,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.033977732,0.69269013,0.21557254,0.053056706,0.0047028796
859-01,菊花诗,张问陶,清,菊花,六月,"臭味能从淡处真， 只疑陶令是前身。
一生得气惟宜冷， 五色迎霜也自匀。
晚节清高贤宰相， 秋容寒瘦古诗人。
繁华全让闲桃李， 独傲西风不占春。
",臭味能从淡处真， 只疑陶令是前身。 一生得气惟宜冷， 五色迎霜也自匀。 晚节清高,寒、匀、气、五、风,寒 匀 气 五 风 宰 繁 西 霜 华,"[[""寒"", 0.04052728787064552], [""匀"", 0.03567666560411453], [""气"", 0.030992265790700912], [""五"", 0.02926771156489849], [""风"", 0.02832106687128544], [""宰"", 0.026742707937955856], [""繁"", 0.0265788733959198], [""西"", 0.025891300290822983], [""霜"", 0.02352951280772686], [""华"", 0.02226967178285122]]",25.441158,10,宰相|寒食雨|新秋|日|春|秋|秋山|花|诗人|退休,五色|宰相|春|晚节|桃李|清高|秋|繁华|西风|诗人,日:1|退休:1|秋山:1|宰相:1|诗人:1|花:1|寒食雨:1|新秋:1|秋:1|春:1,卷二/百官类/宰相|卷一/节序类/寒食雨|卷一/时令类/新秋|卷一/天文类/日|卷一/时令类/春|卷一/时令类/秋|卷一/地舆类/秋山|卷四/百花类/花|卷二/人品类/诗人|卷二/仕宦类/退休,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.013459015,0.034334883,0.13462284,0.45123056,0.3663527
859-02,菊花诗,张问陶,清,菊花,九月,"臭味能从淡处真， 只疑陶令是前身。
一生得气惟宜冷， 五色迎霜也自匀。
晚节清高贤宰相， 秋容寒瘦古诗人。
繁华全让闲桃李， 独傲西风不占春。
",臭味能从淡处真， 只疑陶令是前身。 一生得气惟宜冷， 五色迎霜也自匀。 晚节清高,寒、匀、气、五、风,寒 匀 气 五 风 宰 繁 西 霜 华,"[[""寒"", 0.04052728787064552], [""匀"", 0.03567666560411453], [""气"", 0.030992265790700912], [""五"", 0.02926771156489849], [""风"", 0.02832106687128544], [""宰"", 0.026742707937955856], [""繁"", 0.0265788733959198], [""西"", 0.025891300290822983], [""霜"", 0.02352951280772686], [""华"", 0.02226967178285122]]",25.441158,10,宰相|寒食雨|新秋|日|春|秋|秋山|花|诗人|退休,五色|宰相|春|晚节|桃李|清高|秋|繁华|西风|诗人,日:1|退休:1|秋山:1|宰相:1|诗人:1|花:1|寒食雨:1|新秋:1|秋:1|春:1,卷二/百官类/宰相|卷一/节序类/寒食雨|卷一/时令类/新秋|卷一/天文类/日|卷一/时令类/春|卷一/时令类/秋|卷一/地舆类/秋山|卷四/百花类/花|卷二/人品类/诗人|卷二/仕宦类/退休,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.013459015,0.034334924,0.13462293,0.45123047,0.3663527
86,庆长叔招饮花下,杨万里,宋,梅花,正月,"长廊尽处绕梅行， 过尽风声得雪声。
醉里不愁飘湿面， 自舒翠袖点琼英。",长廊尽处绕梅行， 过尽风声得雪声。 醉里不愁飘湿面， 自舒翠袖点琼英。,廊、英、长、琼、翠,廊 英 长 琼 翠 愁 处 自 袖 飘,"[[""廊"", 0.10910509526729584], [""英"", 0.1068701520562172], [""长"", 0.05226790904998779], [""琼"", 0.05099400132894516], [""翠"", 0.05065760761499405], [""愁"", 0.0334552526473999], [""处"", 0.02833380177617073], [""自"", 0.027420807629823685], [""袖"", 0.02635982446372509], [""飘"", 0.025930991396307945]]",25.591566,6,上元|夜宴|溪|白菊|雪意|飘,琼英|翠袖|醉里|雪声|风声|飘,溪:1|雪意:1|夜宴:1|上元:1|白菊:1|飘:1,卷一/节序类/上元|卷二/人事类/夜宴|卷一/地舆类/溪|卷四/百花类/白菊|卷一/天文类/雪意|?/飘,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.05904518,0.5449725,0.20048808,0.18612158,0.009372689
860-01,咏 菊,袁山松,晋,菊花,六月,"灵菊植幽崖， 擢颖陵寒飚。
春露不染色， 秋霜不改条。",灵菊植幽崖， 擢颖陵寒飚。 春露不染色， 秋霜不改条。,崖、陵、露、霜、染,崖 陵 露 霜 染 菊 灵 擢 条 秋,"[[""崖"", 0.10985321551561356], [""陵"", 0.06622259318828583], [""露"", 0.06200667470693588], [""霜"", 0.05772620439529419], [""染"", 0.04525695741176605], [""菊"", 0.035819750279188156], [""灵"", 0.03305652737617493], [""擢"", 0.03198274224996567], [""条"", 0.031544964760541916], [""秋"", 0.02872939594089985]]",25.483747,4,春|秋|莲花|蕙草,不染|擢颖|春|秋,蕙草:1|莲花:1|春:1|秋:1,卷一/时令类/春|卷一/时令类/秋|卷四/百花类/莲花|?/蕙草,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.020490756,0.037026998,0.149197,0.6924633,0.10082194
860-02,咏 菊,袁山松,晋,菊花,九月,"灵菊植幽崖， 擢颖陵寒飚。
春露不染色， 秋霜不改条。",灵菊植幽崖， 擢颖陵寒飚。 春露不染色， 秋霜不改条。,崖、陵、露、霜、染,崖 陵 露 霜 染 菊 灵 擢 条 秋,"[[""崖"", 0.10985321551561356], [""陵"", 0.06622259318828583], [""露"", 0.06200667470693588], [""霜"", 0.05772620439529419], [""染"", 0.04525695741176605], [""菊"", 0.035819750279188156], [""灵"", 0.03305652737617493], [""擢"", 0.03198274224996567], [""条"", 0.031544964760541916], [""秋"", 0.02872939594089985]]",25.483747,4,春|秋|莲花|蕙草,不染|擢颖|春|秋,蕙草:1|莲花:1|春:1|秋:1,卷一/时令类/春|卷一/时令类/秋|卷四/百花类/莲花|?/蕙草,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.020490756,0.037026998,0.149197,0.6924633,0.10082194
861-01,江行无题(其四),钱珝,唐,菊花,六月,"晚菊绕江垒， 忽如开古屏。
莫言时节过， 白日有余馨。
",晚菊绕江垒， 忽如开古屏。 莫言时节过， 白日有余馨。 ,江、馨、垒、白、菊,江 馨 垒 白 菊 屏 节 言 日 余,"[[""江"", 0.1556474268436432], [""馨"", 0.08352059870958328], [""垒"", 0.08199743926525116], [""白"", 0.06601106375455856], [""菊"", 0.05999356135725975], [""屏"", 0.05410443991422653], [""节"", 0.04225420206785202], [""言"", 0.027623621746897697], [""日"", 0.027453836053609848], [""余"", 0.02615196630358696]]",25.565285,2,旱|江,江|白日,旱:1|江:1,卷一/天文类/旱|卷一/地舆类/江,Neutral,中性,,,,,0.009186753,0.09406672,0.51974183,0.36640048,0.010604266
861-02,江行无题(其四),钱珝,唐,菊花,九月,"晚菊绕江垒， 忽如开古屏。
莫言时节过， 白日有余馨。
",晚菊绕江垒， 忽如开古屏。 莫言时节过， 白日有余馨。 ,江、馨、垒、白、菊,江 馨 垒 白 菊 屏 节 言 日 余,"[[""江"", 0.1556474268436432], [""馨"", 0.08352059870958328], [""垒"", 0.08199743926525116], [""白"", 0.06601106375455856], [""菊"", 0.05999356135725975], [""屏"", 0.05410443991422653], [""节"", 0.04225420206785202], [""言"", 0.027623621746897697], [""日"", 0.027453836053609848], [""余"", 0.02615196630358696]]",25.565285,2,旱|江,江|白日,旱:1|江:1,卷一/天文类/旱|卷一/地舆类/江,Neutral,中性,,,,,0.009186753,0.09406672,0.51974183,0.36640048,0.010604266
862-01,江行无题(其九),钱珝,唐,菊花,六月,"丛菊生堤上， 此花长后时。有人还采掇， 何必在春期？
",丛菊生堤上， 此花长后时。有人还采掇， 何必在春期？ ,花、春、堤、采、期,花 春 堤 采 期 菊 掇 必 丛 生,"[[""花"", 0.15141640603542328], [""春"", 0.1269124299287796], [""堤"", 0.11872359365224838], [""采"", 0.042764801532030106], [""期"", 0.03583359345793724], [""菊"", 0.03441232070326805], [""掇"", 0.029375139623880386], [""必"", 0.025176746770739555], [""丛"", 0.023416711017489433], [""生"", 0.0202990360558033]]",25.46629,2,春|花,春|花,花:1|春:1,卷一/时令类/春|卷四/百花类/花,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.0077664317,0.08461426,0.31429166,0.55657005,0.03675755
862-02,江行无题(其九),钱珝,唐,菊花,九月,"丛菊生堤上， 此花长后时。有人还采掇， 何必在春期？
",丛菊生堤上， 此花长后时。有人还采掇， 何必在春期？ ,花、春、堤、采、期,花 春 堤 采 期 菊 掇 必 丛 生,"[[""花"", 0.15141640603542328], [""春"", 0.1269124299287796], [""堤"", 0.11872359365224838], [""采"", 0.042764801532030106], [""期"", 0.03583359345793724], [""菊"", 0.03441232070326805], [""掇"", 0.029375139623880386], [""必"", 0.025176746770739555], [""丛"", 0.023416711017489433], [""生"", 0.0202990360558033]]",25.46629,2,春|花,春|花,花:1|春:1,卷一/时令类/春|卷四/百花类/花,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.0077664317,0.08461426,0.31429166,0.55657005,0.03675755
863-01,残 菊,梅尧臣,宋,菊花,六月,"零落黄金蕊， 虽枯不改香。
深丛隐孤秀， 犹得奉清觞。",零落黄金蕊， 虽枯不改香。 深丛隐孤秀， 犹得奉清觞。,觞、清、金、丛、秀,觞 清 金 丛 秀 枯 蕊 隐 孤 奉,"[[""觞"", 0.15919344127178192], [""清"", 0.09686136245727539], [""金"", 0.06972701847553253], [""丛"", 0.056218091398477554], [""秀"", 0.0510094091296196], [""枯"", 0.04818042367696762], [""蕊"", 0.04615956172347069], [""隐"", 0.03984660282731056], [""孤"", 0.03442608565092087], [""奉"", 0.0285183098167181]]",25.637939,3,亡|芝|香,零落|香|黄金蕊,亡:1|芝:1|香:1,?/亡|卷三/百草类/芝|卷三/器用类下/香,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.018364513,0.06600438,0.15406422,0.64751434,0.11405249
863-02,残 菊,梅尧臣,宋,菊花,九月,"零落黄金蕊， 虽枯不改香。
深丛隐孤秀， 犹得奉清觞。",零落黄金蕊， 虽枯不改香。 深丛隐孤秀， 犹得奉清觞。,觞、清、金、丛、秀,觞 清 金 丛 秀 枯 蕊 隐 孤 奉,"[[""觞"", 0.15919344127178192], [""清"", 0.09686136245727539], [""金"", 0.06972701847553253], [""丛"", 0.056218091398477554], [""秀"", 0.0510094091296196], [""枯"", 0.04818042367696762], [""蕊"", 0.04615956172347069], [""隐"", 0.03984660282731056], [""孤"", 0.03442608565092087], [""奉"", 0.0285183098167181]]",25.637939,3,亡|芝|香,零落|香|黄金蕊,亡:1|芝:1|香:1,?/亡|卷三/百草类/芝|卷三/器用类下/香,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.018364513,0.06600438,0.15406422,0.64751434,0.11405249
864-01,菊,朱熹,宋,菊花,六月,"青蕊冒珍丛， 幽姿含晓露。
政尔破荒寒， 詎免伤迟暮。
",青蕊冒珍丛， 幽姿含晓露。 政尔破荒寒， 詎免伤迟暮。 ,露、荒、寒、青、蕊,露 荒 寒 青 蕊 晓 免 丛 含 珍,"[[""露"", 0.05930357798933983], [""荒"", 0.04465305805206299], [""寒"", 0.04405299946665764], [""青"", 0.03945542126893997], [""蕊"", 0.03864142671227455], [""晓"", 0.03549258038401604], [""免"", 0.031833961606025696], [""丛"", 0.027055036276578903], [""含"", 0.02349785342812538], [""珍"", 0.023449691012501717]]",25.566851,2,秋径|秋色,幽姿|晓露,秋色:1|秋径:1,?/秋径|卷一/时令类/秋色,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.08755735,0.75356406,0.11851494,0.036079165,0.004284469
864-02,菊,朱熹,宋,菊花,九月,"青蕊冒珍丛， 幽姿含晓露。
政尔破荒寒， 詎免伤迟暮。
",青蕊冒珍丛， 幽姿含晓露。 政尔破荒寒， 詎免伤迟暮。 ,露、荒、寒、青、蕊,露 荒 寒 青 蕊 晓 免 丛 含 珍,"[[""露"", 0.05930357798933983], [""荒"", 0.04465305805206299], [""寒"", 0.04405299946665764], [""青"", 0.03945542126893997], [""蕊"", 0.03864142671227455], [""晓"", 0.03549258038401604], [""免"", 0.031833961606025696], [""丛"", 0.027055036276578903], [""含"", 0.02349785342812538], [""珍"", 0.023449691012501717]]",25.566851,2,秋径|秋色,幽姿|晓露,秋色:1|秋径:1,?/秋径|卷一/时令类/秋色,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.08755735,0.75356406,0.11851494,0.036079165,0.004284469
865-01,菊 躁,高启,明,菊花,六月,"独行林下路，，望望南山暮。
无酒掇英尝， 寒香已零露。",独行林下路，，望望南山暮。 无酒掇英尝， 寒香已零露。,露、寒、香、英、林,露 寒 香 英 林 酒 山 掇 暮 望,"[[""露"", 0.1152384877204895], [""寒"", 0.06419365853071213], [""香"", 0.05832720547914505], [""英"", 0.05324378237128258], [""林"", 0.04380718991160393], [""酒"", 0.04073579981923103], [""山"", 0.036236584186553955], [""掇"", 0.03437252715229988], [""暮"", 0.03400091826915741], [""望"", 0.03211659938097]]",25.515697,4,圣寿|石碁盘|酒|香,南山|林下|酒|香,石碁盘:1|圣寿:1|酒:1|香:1,卷二/君道类/圣寿|?/石碁盘|卷三/饮食类/酒|卷三/器用类下/香,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.087853394,0.7605041,0.097076625,0.045368865,0.009197012
865-02,菊 蹊,高启,明,菊花,九月,"独行林下路，，望望南山暮。
无酒掇英尝， 寒香已零露。",独行林下路，，望望南山暮。 无酒掇英尝， 寒香已零露。,露、寒、香、英、林,露 寒 香 英 林 酒 山 掇 暮 望,"[[""露"", 0.1152384877204895], [""寒"", 0.06419365853071213], [""香"", 0.05832720547914505], [""英"", 0.05324378237128258], [""林"", 0.04380718991160393], [""酒"", 0.04073579981923103], [""山"", 0.036236584186553955], [""掇"", 0.03437252715229988], [""暮"", 0.03400091826915741], [""望"", 0.03211659938097]]",25.515697,4,圣寿|石碁盘|酒|香,南山|林下|酒|香,石碁盘:1|圣寿:1|酒:1|香:1,卷二/君道类/圣寿|?/石碁盘|卷三/饮食类/酒|卷三/器用类下/香,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.087853394,0.7605041,0.097076625,0.045368865,0.009197012
866-01,对 菊,陈宪章,明,菊花,六月,"淅淅西风至， 为秋未有涯。
江边聊一醉， 信手得黄花。",淅淅西风至， 为秋未有涯。 江边聊一醉， 信手得黄花。,淅、风、花、西、秋,淅 风 花 西 秋 江 黄 手 信 边,"[[""淅"", 0.16831517219543457], [""风"", 0.1268291473388672], [""花"", 0.12544655799865723], [""西"", 0.04470835253596306], [""秋"", 0.04403604939579964], [""江"", 0.04331143945455551], [""黄"", 0.04141853004693985], [""手"", 0.028782062232494354], [""信"", 0.02614540047943592], [""边"", 0.020139243453741074]]",25.531031,5,新秋|浦|秋|秋晴|雪意,江边|淅淅|秋|西风|黄花,雪意:1|新秋:1|浦:1|秋晴:1|秋:1,卷一/时令类/新秋|卷一/地舆类/浦|卷一/时令类/秋|卷一/天文类/秋晴|卷一/天文类/雪意,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.035299204,0.111242436,0.09471556,0.38923836,0.36950442
866-02,对 菊,陈宪章,明,菊花,九月,"淅淅西风至， 为秋未有涯。
江边聊一醉， 信手得黄花。",淅淅西风至， 为秋未有涯。 江边聊一醉， 信手得黄花。,淅、风、花、西、秋,淅 风 花 西 秋 江 黄 手 信 边,"[[""淅"", 0.16831517219543457], [""风"", 0.1268291473388672], [""花"", 0.12544655799865723], [""西"", 0.04470835253596306], [""秋"", 0.04403604939579964], [""江"", 0.04331143945455551], [""黄"", 0.04141853004693985], [""手"", 0.028782062232494354], [""信"", 0.02614540047943592], [""边"", 0.020139243453741074]]",25.531031,5,新秋|浦|秋|秋晴|雪意,江边|淅淅|秋|西风|黄花,雪意:1|新秋:1|浦:1|秋晴:1|秋:1,卷一/时令类/新秋|卷一/地舆类/浦|卷一/时令类/秋|卷一/天文类/秋晴|卷一/天文类/雪意,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.035299204,0.111242436,0.09471556,0.38923836,0.36950442
867-01,周镐送白菊乞诗(其一),陈宪章,明,菊花,六月,"陶令黄金绕舍， 君家白玉满园。
千古清风庐阜， 几丛细雨江门。",陶令黄金绕舍， 君家白玉满园。 千古清风庐阜， 几丛细雨江门。,门、风、金、园、庐,门 风 金 园 庐 江 舍 丛 清 玉,"[[""门"", 0.08191894739866257], [""风"", 0.07663621008396149], [""金"", 0.07650069892406464], [""园"", 0.06480954587459564], [""庐"", 0.04813383147120476], [""江"", 0.04317055642604828], [""舍"", 0.04092923179268837], [""丛"", 0.03887319564819336], [""清"", 0.03757290169596672], [""玉"", 0.0368855819106102]]",25.553469,8,书简|台|园|栽花|江|渔父|秋晴|竹几,几丛|千古|园|江|清风|白玉|细雨|黄金,书简:1|竹几:1|台:1|秋晴:1|栽花:1|渔父:1|园:1|江:1,卷二/文学类/书简|卷二/宫室类/台|卷一/地舆类/园|卷四/百花类/栽花|卷一/地舆类/江|卷二/人品类/渔父|卷一/天文类/秋晴|卷三/器用类上/竹几,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.0051692724,0.019555533,0.09788077,0.7067843,0.17061007
