词,C3,C3_zh,C2,C1,source
马,praise,称颂赞美,favour,positive,FCCPSL
苦,praise,称颂赞美,favour,positive,FCCPSL
香,praise,称颂赞美,favour,positive,FCCPSL
浅,praise,称颂赞美,favour,positive,FCCPSL
脆,praise,称颂赞美,favour,positive,FCCPSL
肥,praise,称颂赞美,favour,positive,FCCPSL
是,praise,称颂赞美,favour,positive,FCCPSL
码,praise,称颂赞美,favour,positive,FCCPSL
妈,praise,称颂赞美,favour,positive,FCCPSL
醇,praise,称颂赞美,favour,positive,FCCPSL
怀,praise,称颂赞美,favour,positive,FCCPSL
谒,praise,称颂赞美,favour,positive,FCCPSL
郁,praise,称颂赞美,favour,positive,FCCPSL
高,praise,称颂赞美,favour,positive,FCCPSL
望,praise,称颂赞美,favour,positive,FCCPSL
还,praise,称颂赞美,favour,positive,FCCPSL
深,praise,称颂赞美,favour,positive,FCCPSL
感,praise,称颂赞美,favour,positive,FCCPSL
名,praise,称颂赞美,favour,positive,FCCPSL
称,praise,称颂赞美,favour,positive,FCCPSL
期,praise,称颂赞美,favour,positive,FCCPSL
当,praise,称颂赞美,favour,positive,FCCPSL
便,praise,称颂赞美,favour,positive,FCCPSL
华,praise,称颂赞美,favour,positive,FCCPSL
密,praise,称颂赞美,favour,positive,FCCPSL
行,praise,称颂赞美,favour,positive,FCCPSL
达,praise,称颂赞美,favour,positive,FCCPSL
思,praise,称颂赞美,favour,positive,FCCPSL
想,praise,称颂赞美,favour,positive,FCCPSL
武,praise,称颂赞美,favour,positive,FCCPSL
常,praise,称颂赞美,favour,positive,FCCPSL
叹,praise,称颂赞美,favour,positive,FCCPSL
略,praise,称颂赞美,favour,positive,FCCPSL
能,praise,称颂赞美,favour,positive,FCCPSL
向,praise,称颂赞美,favour,positive,FCCPSL
可,praise,称颂赞美,favour,positive,FCCPSL
雄,praise,称颂赞美,favour,positive,FCCPSL
明,praise,称颂赞美,favour,positive,FCCPSL
奉,praise,称颂赞美,favour,positive,FCCPSL
用,praise,称颂赞美,favour,positive,FCCPSL
要,praise,称颂赞美,favour,positive,FCCPSL
齐,praise,称颂赞美,favour,positive,FCCPSL
大,praise,称颂赞美,favour,positive,FCCPSL
辟,praise,称颂赞美,favour,positive,FCCPSL
成,praise,称颂赞美,favour,positive,FCCPSL
到,praise,称颂赞美,favour,positive,FCCPSL
对,praise,称颂赞美,favour,positive,FCCPSL
坦,praise,称颂赞美,favour,positive,FCCPSL
殊,praise,称颂赞美,favour,positive,FCCPSL
公,praise,称颂赞美,favour,positive,FCCPSL
小,praise,称颂赞美,favour,positive,FCCPSL
果,praise,称颂赞美,favour,positive,FCCPSL
玉,praise,称颂赞美,favour,positive,FCCPSL
新,praise,称颂赞美,favour,positive,FCCPSL
上,praise,称颂赞美,favour,positive,FCCPSL
绮,praise,称颂赞美,favour,positive,FCCPSL
急,praise,称颂赞美,favour,positive,FCCPSL
雅,praise,称颂赞美,favour,positive,FCCPSL
胜,praise,称颂赞美,favour,positive,FCCPSL
盛,praise,称颂赞美,favour,positive,FCCPSL
过,praise,称颂赞美,favour,positive,FCCPSL
丰,praise,称颂赞美,favour,positive,FCCPSL
贞,praise,称颂赞美,favour,positive,FCCPSL
全,praise,称颂赞美,favour,positive,FCCPSL
整,praise,称颂赞美,favour,positive,FCCPSL
基,praise,称颂赞美,favour,positive,FCCPSL
通,praise,称颂赞美,favour,positive,FCCPSL
长,praise,称颂赞美,favour,positive,FCCPSL
率,praise,称颂赞美,favour,positive,FCCPSL
活,praise,称颂赞美,favour,positive,FCCPSL
拥,praise,称颂赞美,favour,positive,FCCPSL
凝,praise,称颂赞美,favour,positive,FCCPSL
应,praise,称颂赞美,favour,positive,FCCPSL
义,praise,称颂赞美,favour,positive,FCCPSL
会,praise,称颂赞美,favour,positive,FCCPSL
精,praise,称颂赞美,favour,positive,FCCPSL
缜,praise,称颂赞美,favour,positive,FCCPSL
趣,praise,称颂赞美,favour,positive,FCCPSL
壮,praise,称颂赞美,favour,positive,FCCPSL
朗,praise,称颂赞美,favour,positive,FCCPSL
洁,praise,称颂赞美,favour,positive,FCCPSL
净,praise,称颂赞美,favour,positive,FCCPSL
易,praise,称颂赞美,favour,positive,FCCPSL
适,praise,称颂赞美,favour,positive,FCCPSL
注,praise,称颂赞美,favour,positive,FCCPSL
宁,praise,称颂赞美,favour,positive,FCCPSL
细,praise,称颂赞美,favour,positive,FCCPSL
直,praise,称颂赞美,favour,positive,FCCPSL
钧,praise,称颂赞美,favour,positive,FCCPSL
正,praise,称颂赞美,favour,positive,FCCPSL
智,praise,称颂赞美,favour,positive,FCCPSL
显,praise,称颂赞美,favour,positive,FCCPSL
焕,praise,称颂赞美,favour,positive,FCCPSL
澄,praise,称颂赞美,favour,positive,FCCPSL
清,praise,称颂赞美,favour,positive,FCCPSL
幽,praise,称颂赞美,favour,positive,FCCPSL
头,praise,称颂赞美,favour,positive,FCCPSL
阳,praise,称颂赞美,favour,positive,FCCPSL
固,praise,称颂赞美,favour,positive,FCCPSL
妙,praise,称颂赞美,favour,positive,FCCPSL
佳,praise,称颂赞美,favour,positive,FCCPSL
敬,praise,称颂赞美,favour,positive,FCCPSL
陶,praise,称颂赞美,favour,positive,FCCPSL
光,praise,称颂赞美,favour,positive,FCCPSL
良,praise,称颂赞美,favour,positive,FCCPSL
美,praise,称颂赞美,favour,positive,FCCPSL
灵,praise,称颂赞美,favour,positive,FCCPSL
尽,praise,称颂赞美,favour,positive,FCCPSL
好,praise,称颂赞美,favour,positive,FCCPSL
承,praise,称颂赞美,favour,positive,FCCPSL
强,praise,称颂赞美,favour,positive,FCCPSL
轻,praise,称颂赞美,favour,positive,FCCPSL
顾,praise,称颂赞美,favour,positive,FCCPSL
号,praise,称颂赞美,favour,positive,FCCPSL
夷,praise,称颂赞美,favour,positive,FCCPSL
约,praise,称颂赞美,favour,positive,FCCPSL
赏,praise,称颂赞美,favour,positive,FCCPSL
宽,praise,称颂赞美,favour,positive,FCCPSL
熟,praise,称颂赞美,favour,positive,FCCPSL
劲,praise,称颂赞美,favour,positive,FCCPSL
勃,praise,称颂赞美,favour,positive,FCCPSL
许,praise,称颂赞美,favour,positive,FCCPSL
管,praise,称颂赞美,favour,positive,FCCPSL
真,praise,称颂赞美,favour,positive,FCCPSL
谢,praise,称颂赞美,favour,positive,FCCPSL
均,praise,称颂赞美,favour,positive,FCCPSL
嘉,praise,称颂赞美,favour,positive,FCCPSL
忌,praise,称颂赞美,favour,positive,FCCPSL
神,praise,称颂赞美,favour,positive,FCCPSL
著,praise,称颂赞美,favour,positive,FCCPSL
坚,praise,称颂赞美,favour,positive,FCCPSL
伟,praise,称颂赞美,favour,positive,FCCPSL
拜,praise,称颂赞美,favour,positive,FCCPSL
铁,praise,称颂赞美,favour,positive,FCCPSL
鬼,praise,称颂赞美,favour,positive,FCCPSL
念,praise,称颂赞美,favour,positive,FCCPSL
敢,praise,称颂赞美,favour,positive,FCCPSL
善,praise,称颂赞美,favour,positive,FCCPSL
牢,praise,称颂赞美,favour,positive,FCCPSL
红,praise,称颂赞美,favour,positive,FCCPSL
佩,praise,称颂赞美,favour,positive,FCCPSL
富,praise,称颂赞美,favour,positive,FCCPSL
哲,praise,称颂赞美,favour,positive,FCCPSL
快,praise,称颂赞美,favour,positive,FCCPSL
警,praise,称颂赞美,favour,positive,FCCPSL
准,praise,称颂赞美,favour,positive,FCCPSL
荣,praise,称颂赞美,favour,positive,FCCPSL
巧,praise,称颂赞美,favour,positive,FCCPSL
弘,praise,称颂赞美,favour,positive,FCCPSL
贤,praise,称颂赞美,favour,positive,FCCPSL
婉,praise,称颂赞美,favour,positive,FCCPSL
尊,praise,称颂赞美,favour,positive,FCCPSL
丽,praise,称颂赞美,favour,positive,FCCPSL
昭,praise,称颂赞美,favour,positive,FCCPSL
崇,praise,称颂赞美,favour,positive,FCCPSL
钟,praise,称颂赞美,favour,positive,FCCPSL
倡,praise,称颂赞美,favour,positive,FCCPSL
利,praise,称颂赞美,favour,positive,FCCPSL
畏,praise,称颂赞美,favour,positive,FCCPSL
芳,praise,称颂赞美,favour,positive,FCCPSL
贵,praise,称颂赞美,favour,positive,FCCPSL
贱,praise,称颂赞美,favour,positive,FCCPSL
锦,praise,称颂赞美,favour,positive,FCCPSL
洪,praise,称颂赞美,favour,positive,FCCPSL
宏,praise,称颂赞美,favour,positive,FCCPSL
鲜,praise,称颂赞美,favour,positive,FCCPSL
豁,praise,称颂赞美,favour,positive,FCCPSL
圣,praise,称颂赞美,favour,positive,FCCPSL
优,praise,称颂赞美,favour,positive,FCCPSL
艳,praise,称颂赞美,favour,positive,FCCPSL
曼,praise,称颂赞美,favour,positive,FCCPSL
慨,praise,称颂赞美,favour,positive,FCCPSL
厚,praise,称颂赞美,favour,positive,FCCPSL
玄,praise,称颂赞美,favour,positive,FCCPSL
慎,praise,称颂赞美,favour,positive,FCCPSL
尤,praise,称颂赞美,favour,positive,FCCPSL
端,praise,称颂赞美,favour,positive,FCCPSL
火,praise,称颂赞美,favour,positive,FCCPSL
刚,praise,称颂赞美,favour,positive,FCCPSL
硬,praise,称颂赞美,favour,positive,FCCPSL
茂,praise,称颂赞美,favour,positive,FCCPSL
耀,praise,称颂赞美,favour,positive,FCCPSL
蕃,praise,称颂赞美,favour,positive,FCCPSL
仁,praise,称颂赞美,favour,positive,FCCPSL
戴,praise,称颂赞美,favour,positive,FCCPSL
俭,praise,称颂赞美,favour,positive,FCCPSL
杰,praise,称颂赞美,favour,positive,FCCPSL
勇,praise,称颂赞美,favour,positive,FCCPSL
纯,praise,称颂赞美,favour,positive,FCCPSL
睿,praise,称颂赞美,favour,positive,FCCPSL
顺,praise,称颂赞美,favour,positive,FCCPSL
潇,praise,称颂赞美,favour,positive,FCCPSL
殷,praise,称颂赞美,favour,positive,FCCPSL
娇,praise,称颂赞美,favour,positive,FCCPSL
羡,praise,称颂赞美,favour,positive,FCCPSL
豪,praise,称颂赞美,favour,positive,FCCPSL
松,praise,称颂赞美,favour,positive,FCCPSL
寂,praise,称颂赞美,favour,positive,FCCPSL
尚,praise,称颂赞美,favour,positive,FCCPSL
讲,praise,称颂赞美,favour,positive,FCCPSL
泰,praise,称颂赞美,favour,positive,FCCPSL
忠,praise,称颂赞美,favour,positive,FCCPSL
哙,praise,称颂赞美,favour,positive,FCCPSL
柔,praise,称颂赞美,favour,positive,FCCPSL
贪,praise,称颂赞美,favour,positive,FCCPSL
济,praise,称颂赞美,favour,positive,FCCPSL
迎,praise,称颂赞美,favour,positive,FCCPSL
痴,praise,称颂赞美,favour,positive,FCCPSL
偏,praise,称颂赞美,favour,positive,FCCPSL
宜,praise,称颂赞美,favour,positive,FCCPSL
凿,praise,称颂赞美,favour,positive,FCCPSL
甘,praise,称颂赞美,favour,positive,FCCPSL
鸿,praise,称颂赞美,favour,positive,FCCPSL
恒,praise,称颂赞美,favour,positive,FCCPSL
卑,praise,称颂赞美,favour,positive,FCCPSL
粲,praise,称颂赞美,favour,positive,FCCPSL
夸,praise,称颂赞美,favour,positive,FCCPSL
亮,praise,称颂赞美,favour,positive,FCCPSL
昌,praise,称颂赞美,favour,positive,FCCPSL
益,praise,称颂赞美,favour,positive,FCCPSL
简,praise,称颂赞美,favour,positive,FCCPSL
阔,praise,称颂赞美,favour,positive,FCCPSL
完,praise,称颂赞美,favour,positive,FCCPSL
祭,praise,称颂赞美,favour,positive,FCCPSL
褒,praise,称颂赞美,favour,positive,FCCPSL
酷,praise,称颂赞美,favour,positive,FCCPSL
逗,praise,称颂赞美,favour,positive,FCCPSL
爽,praise,称颂赞美,favour,positive,FCCPSL
朴,praise,称颂赞美,favour,positive,FCCPSL
秀,praise,称颂赞美,favour,positive,FCCPSL
甜,praise,称颂赞美,favour,positive,FCCPSL
蜜,praise,称颂赞美,favour,positive,FCCPSL
逊,praise,称颂赞美,favour,positive,FCCPSL
捷,praise,称颂赞美,favour,positive,FCCPSL
隆,praise,称颂赞美,favour,positive,FCCPSL
炯,praise,称颂赞美,favour,positive,FCCPSL
锐,praise,称颂赞美,favour,positive,FCCPSL
谦,praise,称颂赞美,favour,positive,FCCPSL
皓,praise,称颂赞美,favour,positive,FCCPSL
尖,praise,称颂赞美,favour,positive,FCCPSL
恰,praise,称颂赞美,favour,positive,FCCPSL
煌,praise,称颂赞美,favour,positive,FCCPSL
祗,praise,称颂赞美,favour,positive,FCCPSL
匡,praise,称颂赞美,favour,positive,FCCPSL
倩,praise,称颂赞美,favour,positive,FCCPSL
蔼,praise,称颂赞美,favour,positive,FCCPSL
澈,praise,称颂赞美,favour,positive,FCCPSL
毅,praise,称颂赞美,favour,positive,FCCPSL
皎,praise,称颂赞美,favour,positive,FCCPSL
闳,praise,称颂赞美,favour,positive,FCCPSL
澹,praise,称颂赞美,favour,positive,FCCPSL
赞,praise,称颂赞美,favour,positive,FCCPSL
赤,praise,称颂赞美,favour,positive,FCCPSL
叩,praise,称颂赞美,favour,positive,FCCPSL
仰,praise,称颂赞美,favour,positive,FCCPSL
浩,praise,称颂赞美,favour,positive,FCCPSL
勤,praise,称颂赞美,favour,positive,FCCPSL
钦,praise,称颂赞美,favour,positive,FCCPSL
菁,praise,称颂赞美,favour,positive,FCCPSL
晶,praise,称颂赞美,favour,positive,FCCPSL
倬,praise,称颂赞美,favour,positive,FCCPSL
饶,praise,称颂赞美,favour,positive,FCCPSL
剡,praise,称颂赞美,favour,positive,FCCPSL
慧,praise,称颂赞美,favour,positive,FCCPSL
嗟,praise,称颂赞美,favour,positive,FCCPSL
誉,praise,称颂赞美,favour,positive,FCCPSL
謇,praise,称颂赞美,favour,positive,FCCPSL
需,praise,称颂赞美,favour,positive,FCCPSL
秾,praise,称颂赞美,favour,positive,FCCPSL
淑,praise,称颂赞美,favour,positive,FCCPSL
谧,praise,称颂赞美,favour,positive,FCCPSL
颂,praise,称颂赞美,favour,positive,FCCPSL
帅,praise,称颂赞美,favour,positive,FCCPSL
丕,praise,称颂赞美,favour,positive,FCCPSL
笃,praise,称颂赞美,favour,positive,FCCPSL
滟,praise,称颂赞美,favour,positive,FCCPSL
挚,praise,称颂赞美,favour,positive,FCCPSL
芜,praise,称颂赞美,favour,positive,FCCPSL
芊,praise,称颂赞美,favour,positive,FCCPSL
蔚,praise,称颂赞美,favour,positive,FCCPSL
润,praise,称颂赞美,favour,positive,FCCPSL
仞,praise,称颂赞美,favour,positive,FCCPSL
冥,praise,称颂赞美,favour,positive,FCCPSL
惺,praise,称颂赞美,favour,positive,FCCPSL
邃,praise,称颂赞美,favour,positive,FCCPSL
卓,praise,称颂赞美,favour,positive,FCCPSL
详,praise,称颂赞美,favour,positive,FCCPSL
淳,praise,称颂赞美,favour,positive,FCCPSL
敦,praise,称颂赞美,favour,positive,FCCPSL
烈,praise,称颂赞美,favour,positive,FCCPSL
恭,praise,称颂赞美,favour,positive,FCCPSL
竦,praise,称颂赞美,favour,positive,FCCPSL
骠,praise,称颂赞美,favour,positive,FCCPSL
眇,praise,称颂赞美,favour,positive,FCCPSL
彰,praise,称颂赞美,favour,positive,FCCPSL
妥,praise,称颂赞美,favour,positive,FCCPSL
廉,praise,称颂赞美,favour,positive,FCCPSL
慈,praise,称颂赞美,favour,positive,FCCPSL
揖,praise,称颂赞美,favour,positive,FCCPSL
腴,praise,称颂赞美,favour,positive,FCCPSL
康,praise,称颂赞美,favour,positive,FCCPSL
锺,praise,称颂赞美,favour,positive,FCCPSL
健,praise,称颂赞美,favour,positive,FCCPSL
祝,praise,称颂赞美,favour,positive,FCCPSL
陋,praise,称颂赞美,favour,positive,FCCPSL
稳,praise,称颂赞美,favour,positive,FCCPSL
酬,praise,称颂赞美,favour,positive,FCCPSL
灼,praise,称颂赞美,favour,positive,FCCPSL
滑,praise,称颂赞美,favour,positive,FCCPSL
耿,praise,称颂赞美,favour,positive,FCCPSL
颖,praise,称颂赞美,favour,positive,FCCPSL
驯,praise,称颂赞美,favour,positive,FCCPSL
靓,praise,称颂赞美,favour,positive,FCCPSL
袅,praise,称颂赞美,favour,positive,FCCPSL
枭,praise,称颂赞美,favour,positive,FCCPSL
嫉,praise,称颂赞美,favour,positive,FCCPSL
允,praise,称颂赞美,favour,positive,FCCPSL
彬,praise,称颂赞美,favour,positive,FCCPSL
烁,praise,称颂赞美,favour,positive,FCCPSL
抓,praise,称颂赞美,favour,positive,FCCPSL
靖,praise,称颂赞美,favour,positive,FCCPSL
琦,praise,称颂赞美,favour,positive,FCCPSL
杲,praise,称颂赞美,favour,positive,FCCPSL
赫,praise,称颂赞美,favour,positive,FCCPSL
悍,praise,称颂赞美,favour,positive,FCCPSL
眄,praise,称颂赞美,favour,positive,FCCPSL
愀,praise,称颂赞美,favour,positive,FCCPSL
乖,praise,称颂赞美,favour,positive,FCCPSL
炳,praise,称颂赞美,favour,positive,FCCPSL
虔,praise,称颂赞美,favour,positive,FCCPSL
翕,praise,称颂赞美,favour,positive,FCCPSL
妒,praise,称颂赞美,favour,positive,FCCPSL
憨,praise,称颂赞美,favour,positive,FCCPSL
腻,praise,称颂赞美,favour,positive,FCCPSL
软,praise,称颂赞美,favour,positive,FCCPSL
俨,praise,称颂赞美,favour,positive,FCCPSL
晔,praise,称颂赞美,favour,positive,FCCPSL
瑰,praise,称颂赞美,favour,positive,FCCPSL
阒,praise,称颂赞美,favour,positive,FCCPSL
懿,praise,称颂赞美,favour,positive,FCCPSL
敏,praise,称颂赞美,favour,positive,FCCPSL
浏,praise,称颂赞美,favour,positive,FCCPSL
穆,praise,称颂赞美,favour,positive,FCCPSL
浃,praise,称颂赞美,favour,positive,FCCPSL
抖,praise,称颂赞美,favour,positive,FCCPSL
臧,praise,称颂赞美,favour,positive,FCCPSL
佶,praise,称颂赞美,favour,positive,FCCPSL
劬,praise,称颂赞美,favour,positive,FCCPSL
莹,praise,称颂赞美,favour,positive,FCCPSL
宓,praise,称颂赞美,favour,positive,FCCPSL
奕,praise,称颂赞美,favour,positive,FCCPSL
俊,praise,称颂赞美,favour,positive,FCCPSL
歆,praise,称颂赞美,favour,positive,FCCPSL
灏,praise,称颂赞美,favour,positive,FCCPSL
奘,praise,称颂赞美,favour,positive,FCCPSL
湛,praise,称颂赞美,favour,positive,FCCPSL
骁,praise,称颂赞美,favour,positive,FCCPSL
溜,praise,称颂赞美,favour,positive,FCCPSL
僭,praise,称颂赞美,favour,positive,FCCPSL
悄,praise,称颂赞美,favour,positive,FCCPSL
沃,praise,称颂赞美,favour,positive,FCCPSL
迓,praise,称颂赞美,favour,positive,FCCPSL
娴,praise,称颂赞美,favour,positive,FCCPSL
祀,praise,称颂赞美,favour,positive,FCCPSL
晟,praise,称颂赞美,favour,positive,FCCPSL
铮,praise,称颂赞美,favour,positive,FCCPSL
荦,praise,称颂赞美,favour,positive,FCCPSL
狠,praise,称颂赞美,favour,positive,FCCPSL
蓊,praise,称颂赞美,favour,positive,FCCPSL
戾,praise,称颂赞美,favour,positive,FCCPSL
懋,praise,称颂赞美,favour,positive,FCCPSL
犒,praise,称颂赞美,favour,positive,FCCPSL
韧,praise,称颂赞美,favour,positive,FCCPSL
俏,praise,称颂赞美,favour,positive,FCCPSL
恪,praise,称颂赞美,favour,positive,FCCPSL
娟,praise,称颂赞美,favour,positive,FCCPSL
惕,praise,称颂赞美,favour,positive,FCCPSL
熠,praise,称颂赞美,favour,positive,FCCPSL
晰,praise,称颂赞美,favour,positive,FCCPSL
侃,praise,称颂赞美,favour,positive,FCCPSL
恳,praise,称颂赞美,favour,positive,FCCPSL
妍,praise,称颂赞美,favour,positive,FCCPSL
谨,praise,称颂赞美,favour,positive,FCCPSL
嶷,praise,称颂赞美,favour,positive,FCCPSL
悫,praise,称颂赞美,favour,positive,FCCPSL
胪,praise,称颂赞美,favour,positive,FCCPSL
谠,praise,称颂赞美,favour,positive,FCCPSL
睎,praise,称颂赞美,favour,positive,FCCPSL
恂,praise,称颂赞美,favour,positive,FCCPSL
荧,praise,称颂赞美,favour,positive,FCCPSL
荩,praise,称颂赞美,favour,positive,FCCPSL
姝,praise,称颂赞美,favour,positive,FCCPSL
孳,praise,称颂赞美,favour,positive,FCCPSL
崭,praise,称颂赞美,favour,positive,FCCPSL
姹,praise,称颂赞美,favour,positive,FCCPSL
茁,praise,称颂赞美,favour,positive,FCCPSL
嫣,praise,称颂赞美,favour,positive,FCCPSL
狷,praise,称颂赞美,favour,positive,FCCPSL
钐,praise,称颂赞美,favour,positive,FCCPSL
芾,praise,称颂赞美,favour,positive,FCCPSL
娉,praise,称颂赞美,favour,positive,FCCPSL
劭,praise,称颂赞美,favour,positive,FCCPSL
儇,praise,称颂赞美,favour,positive,FCCPSL
夤,praise,称颂赞美,favour,positive,FCCPSL
昶,praise,称颂赞美,favour,positive,FCCPSL
惺惺惜惺惺,like,喜爱欣赏,favour,positive,FCCPSL
